accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0001564590-20-056247,0001434316,FATE THERAPEUTICS INC,2020-12-07,2020-12-07T09:00:34-05:00,False,8.01,OTHER
0001193125-20-164916,0001434316,FATE THERAPEUTICS INC,2020-06-10,2020-06-09T21:21:17-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001564590-20-019242,0001434316,FATE THERAPEUTICS INC,2020-04-28,2020-04-28T16:23:31-04:00,True,8.01,REGULATORY
0001564590-20-015011,0001434316,FATE THERAPEUTICS INC,2020-04-02,2020-04-02T16:55:58-04:00,True,"1.01,3.02,7.01,8.01,9.01",OTHER
0001193125-19-244198,0001434316,FATE THERAPEUTICS INC,2019-09-13,2019-09-12T21:30:03-04:00,True,"1.01,8.01,9.01",OTHER
0001564590-19-000184,0001434316,FATE THERAPEUTICS INC,2019-01-04,2019-01-04T16:04:43-05:00,True,8.01,REGULATORY
0001193125-25-302552,0000876343,"Lineage Cell Therapeutics, Inc.",2025-11-28,2025-11-28T16:05:24-05:00,True,8.01,OTHER
0001193125-25-291979,0000876343,"Lineage Cell Therapeutics, Inc.",2025-11-24,2025-11-24T06:49:07-05:00,False,8.01,OTHER
0001193125-25-276249,0000876343,"Lineage Cell Therapeutics, Inc.",2025-11-12,2025-11-12T09:25:41-05:00,False,8.01,OTHER
0000950170-25-111319,0000876343,"Lineage Cell Therapeutics, Inc.",2025-08-26,2025-08-26T09:14:05-04:00,False,"7.01,8.01,9.01",OTHER
0000950170-25-088738,0000876343,"Lineage Cell Therapeutics, Inc.",2025-06-23,2025-06-23T09:26:11-04:00,False,"7.01,8.01,9.01",CLINICAL
0000950170-25-061466,0000876343,"Lineage Cell Therapeutics, Inc.",2025-05-01,2025-05-01T09:09:09-04:00,False,8.01,OTHER
0000950170-25-009227,0000876343,"Lineage Cell Therapeutics, Inc.",2025-01-27,2025-01-27T16:30:09-05:00,True,"5.07,7.01,8.01,9.01",OTHER
0000950170-24-129402,0000876343,"Lineage Cell Therapeutics, Inc.",2024-11-20,2024-11-20T17:08:36-05:00,True,"1.01,7.01,8.01,9.01",OTHER
0000950170-24-059689,0000876343,"Lineage Cell Therapeutics, Inc.",2024-05-14,2024-05-14T16:39:15-04:00,True,"8.01,9.01",OTHER
0000950170-24-035365,0000876343,"Lineage Cell Therapeutics, Inc.",2024-03-22,2024-03-22T16:15:16-04:00,True,"1.01,8.01,9.01",OTHER
0001493152-24-006901,0000876343,"Lineage Cell Therapeutics, Inc.",2024-02-15,2024-02-15T17:27:49-05:00,True,8.01,OTHER
0001493152-24-005046,0000876343,"Lineage Cell Therapeutics, Inc.",2024-02-06,2024-02-06T09:20:38-05:00,False,"1.01,8.01,9.01",OTHER
0001493152-23-022030,0000876343,"Lineage Cell Therapeutics, Inc.",2023-06-21,2023-06-21T17:00:17-04:00,True,8.01,OTHER
0001493152-23-018160,0000876343,"Lineage Cell Therapeutics, Inc.",2023-05-18,2023-05-18T17:26:13-04:00,True,"8.01,9.01",OTHER
0001493152-22-012893,0000876343,"Lineage Cell Therapeutics, Inc.",2022-05-12,2022-05-11T19:54:49-04:00,True,"7.01,8.01,9.01",CLINICAL
0001493152-22-004309,0000876343,"Lineage Cell Therapeutics, Inc.",2022-02-14,2022-02-14T09:00:13-05:00,False,8.01,OTHER
0001493152-21-032109,0000876343,"Lineage Cell Therapeutics, Inc.",2021-12-21,2021-12-21T06:10:10-05:00,False,"8.01,9.01",OTHER
0001493152-21-031281,0000876343,"Lineage Cell Therapeutics, Inc.",2021-12-13,2021-12-13T16:10:29-05:00,True,"7.01,8.01,9.01",CLINICAL
0001493152-21-024236,0000876343,"Lineage Cell Therapeutics, Inc.",2021-09-30,2021-09-30T17:29:25-04:00,True,"7.01,8.01,9.01",CLINICAL
0001493152-21-013294,0000876343,"Lineage Cell Therapeutics, Inc.",2021-06-01,2021-06-01T07:00:14-04:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-21-010348,0000876343,"Lineage Cell Therapeutics, Inc.",2021-05-03,2021-05-03T17:00:18-04:00,True,"7.01,8.01,9.01",CLINICAL
0001493152-21-006641,0000876343,"Lineage Cell Therapeutics, Inc.",2021-03-23,2021-03-23T17:15:19-04:00,True,8.01,CLINICAL
0001493152-21-005498,0000876343,"Lineage Cell Therapeutics, Inc.",2021-03-05,2021-03-05T17:16:29-05:00,True,"2.02,8.01,9.01",OTHER
0001493152-20-021436,0000876343,"Lineage Cell Therapeutics, Inc.",2020-11-16,2020-11-16T08:30:21-05:00,False,"8.01,9.01",CLINICAL
0001493152-20-020982,0000876343,"Lineage Cell Therapeutics, Inc.",2020-11-12,2020-11-12T06:12:41-05:00,False,8.01,CLINICAL
0001493152-20-009635,0000876343,"Lineage Cell Therapeutics, Inc.",2020-05-21,2020-05-21T16:45:38-04:00,True,8.01,OTHER
0001493152-19-015684,0000876343,"Lineage Cell Therapeutics, Inc.",2019-10-18,2019-10-18T17:00:19-04:00,True,8.01,OTHER
0001493152-19-015458,0000876343,"Lineage Cell Therapeutics, Inc.",2019-10-15,2019-10-15T07:02:47-04:00,False,"8.01,9.01",CLINICAL
0001493152-19-014295,0000876343,"Lineage Cell Therapeutics, Inc.",2019-09-19,2019-09-19T07:05:12-04:00,False,"8.01,9.01",REGULATORY
0001493152-19-012036,0000876343,"Lineage Cell Therapeutics, Inc.",2019-08-12,2019-08-12T09:00:40-04:00,False,"5.03,8.01,9.01",OTHER
0001493152-19-006740,0000876343,"Lineage Cell Therapeutics, Inc.",2019-05-10,2019-05-10T07:55:33-04:00,False,"5.08,8.01",OTHER
0001493152-19-006272,0000876343,"Lineage Cell Therapeutics, Inc.",2019-05-02,2019-05-02T09:00:41-04:00,False,"8.01,9.01",CLINICAL
0001493152-19-006051,0000876343,"Lineage Cell Therapeutics, Inc.",2019-04-29,2019-04-29T09:00:29-04:00,False,"8.01,9.01",CLINICAL
0001493152-19-005752,0000876343,"Lineage Cell Therapeutics, Inc.",2019-04-23,2019-04-23T09:00:20-04:00,False,"8.01,9.01",INVALID:I don't have access to the actual conten
0001493152-19-003570,0000876343,"Lineage Cell Therapeutics, Inc.",2019-03-19,2019-03-19T09:00:28-04:00,False,8.01,OTHER
0001493152-19-002770,0000876343,"Lineage Cell Therapeutics, Inc.",2019-03-01,2019-03-01T16:32:10-05:00,True,8.01,OTHER
0001493152-19-001907,0000876343,"Lineage Cell Therapeutics, Inc.",2019-02-14,2019-02-14T08:05:36-05:00,False,"8.01,9.01",OTHER
0001274737-25-000055,0001274737,EXAGEN INC.,2025-07-17,2025-07-17T16:33:47-04:00,True,"5.02,8.01,9.01",OTHER
0001193125-25-116881,0001274737,EXAGEN INC.,2025-05-09,2025-05-09T16:05:59-04:00,True,"8.01,9.01",OTHER
0001193125-25-115946,0001274737,EXAGEN INC.,2025-05-08,2025-05-08T16:06:09-04:00,True,"1.01,8.01,9.01",OTHER
0001274737-25-000003,0001274737,EXAGEN INC.,2025-01-13,2025-01-13T08:00:39-05:00,False,"2.02,8.01,9.01",OTHER
0001274737-24-000071,0001274737,EXAGEN INC.,2024-08-02,2024-08-02T08:15:50-04:00,False,"5.02,8.01,9.01",OTHER
0001274737-24-000030,0001274737,EXAGEN INC.,2024-04-26,2024-04-26T08:32:10-04:00,False,"5.02,8.01,9.01",OTHER
0001274737-23-000074,0001274737,EXAGEN INC.,2023-07-24,2023-07-24T16:05:57-04:00,True,"5.02,8.01,9.01",OTHER
0001274737-23-000002,0001274737,EXAGEN INC.,2023-01-09,2023-01-09T09:00:29-05:00,False,"2.02,7.01,8.01,9.01",OTHER
0001274737-21-000106,0001274737,EXAGEN INC.,2021-10-25,2021-10-25T08:26:04-04:00,False,"1.01,2.03,8.01,9.01",OTHER
0001274737-21-000085,0001274737,EXAGEN INC.,2021-07-30,2021-07-30T08:25:19-04:00,False,"5.02,8.01,9.01",OTHER
0001274737-21-000021,0001274737,EXAGEN INC.,2021-03-23,2021-03-23T16:16:42-04:00,True,"8.01,9.01",OTHER
0001628280-19-014376,0001274737,EXAGEN INC.,2019-11-21,2019-11-21T08:26:01-05:00,False,"1.01,2.03,8.01,9.01",OTHER
0001193125-19-252366,0001274737,EXAGEN INC.,2019-09-23,2019-09-23T17:30:02-04:00,True,"5.03,8.01,9.01",OTHER
0001815776-25-000077,0001815776,"LENZ Therapeutics, Inc.",2025-12-12,2025-12-12T16:15:09-05:00,True,8.01,OTHER
0001815776-25-000064,0001815776,"LENZ Therapeutics, Inc.",2025-10-08,2025-10-08T16:40:46-04:00,True,8.01,OTHER
0001815776-25-000062,0001815776,"LENZ Therapeutics, Inc.",2025-09-30,2025-09-30T08:06:43-04:00,False,"7.01,8.01,9.01",OTHER
0001815776-25-000059,0001815776,"LENZ Therapeutics, Inc.",2025-07-31,2025-07-31T16:55:14-04:00,True,"8.01,9.01",REGULATORY
0001815776-25-000025,0001815776,"LENZ Therapeutics, Inc.",2025-04-15,2025-04-15T08:37:38-04:00,False,"2.02,7.01,8.01",PRESENTATION
0001815776-24-000064,0001815776,"LENZ Therapeutics, Inc.",2024-10-28,2024-10-28T08:09:55-04:00,False,"8.01,9.01",CLINICAL
0001815776-24-000053,0001815776,"LENZ Therapeutics, Inc.",2024-08-12,2024-08-12T08:05:27-04:00,False,"8.01,9.01",REGULATORY
0001815776-24-000035,0001815776,"LENZ Therapeutics, Inc.",2024-04-03,2024-04-03T07:32:00-04:00,False,"8.01,9.01",CLINICAL
0001193125-24-058513,0001815776,"LENZ Therapeutics, Inc.",2024-03-05,2024-03-05T06:08:01-05:00,False,8.01,OTHER
0001193125-23-303051,0001815776,"LENZ Therapeutics, Inc.",2023-12-26,2023-12-26T16:32:30-05:00,True,8.01,OTHER
0000950170-23-044135,0001815776,"LENZ Therapeutics, Inc.",2023-08-23,2023-08-23T16:06:58-04:00,True,"2.05,5.02,8.01",OTHER
0000950170-23-003808,0001815776,"LENZ Therapeutics, Inc.",2023-02-22,2023-02-22T16:58:08-05:00,True,"2.05,5.02,8.01,9.01",OTHER
0000950170-23-000228,0001815776,"LENZ Therapeutics, Inc.",2023-01-05,2023-01-05T16:06:15-05:00,True,"8.01,9.01",CLINICAL
0000950170-22-026333,0001815776,"LENZ Therapeutics, Inc.",2022-12-12,2022-12-12T06:10:17-05:00,False,"8.01,9.01",OTHER
0000950170-22-021600,0001815776,"LENZ Therapeutics, Inc.",2022-11-03,2022-11-03T09:05:29-04:00,False,"8.01,9.01",PRESENTATION
0000950170-22-016657,0001815776,"LENZ Therapeutics, Inc.",2022-08-11,2022-08-11T08:00:43-04:00,False,"8.01,9.01",CLINICAL
0001564590-21-057384,0001815776,"LENZ Therapeutics, Inc.",2021-11-17,2021-11-17T09:23:33-05:00,False,"7.01,8.01,9.01",OTHER
0001193125-25-231860,0001746466,"Equillium, Inc.",2025-10-06,2025-10-06T16:05:10-04:00,True,"4.01,5.02,8.01,9.01",OTHER
0001193125-25-209068,0001746466,"Equillium, Inc.",2025-09-19,2025-09-19T16:06:43-04:00,True,"8.01,9.01",OTHER
0000950170-25-113023,0001746466,"Equillium, Inc.",2025-09-04,2025-09-04T16:01:28-04:00,True,8.01,OTHER
0001193125-25-172207,0001746466,"Equillium, Inc.",2025-08-04,2025-08-04T08:35:59-04:00,False,"1.01,2.02,7.01,8.01,9.01",OTHER
0001193125-25-021348,0001746466,"Equillium, Inc.",2025-02-06,2025-02-06T08:01:27-05:00,False,8.01,CLINICAL
0001193125-24-248138,0001746466,"Equillium, Inc.",2024-10-31,2024-10-31T07:05:36-04:00,False,"8.01,9.01",PRESENTATION
0001193125-24-247760,0001746466,"Equillium, Inc.",2024-10-31,2024-10-30T18:49:59-04:00,True,8.01,OTHER
0001193125-24-153667,0001746466,"Equillium, Inc.",2024-06-04,2024-06-04T08:00:55-04:00,False,"8.01,9.01",CLINICAL
0001193125-24-082709,0001746466,"Equillium, Inc.",2024-04-01,2024-04-01T08:05:53-04:00,False,8.01,CLINICAL
0001193125-24-063618,0001746466,"Equillium, Inc.",2024-03-08,2024-03-08T16:01:02-05:00,True,"5.02,8.01,9.01",OTHER
0001193125-24-044664,0001746466,"Equillium, Inc.",2024-02-23,2024-02-23T17:12:11-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-24-041994,0001746466,"Equillium, Inc.",2024-02-22,2024-02-22T06:08:05-05:00,False,8.01,OTHER
0001193125-23-300417,0001746466,"Equillium, Inc.",2023-12-21,2023-12-21T08:05:52-05:00,False,8.01,PRESENTATION
0000950170-23-061084,0001746466,"Equillium, Inc.",2023-11-08,2023-11-08T16:05:10-05:00,True,"2.02,8.01,9.01",CLINICAL
0001193125-23-256538,0001746466,"Equillium, Inc.",2023-10-16,2023-10-16T08:05:52-04:00,False,"7.01,8.01,9.01",PRESENTATION
0001193125-22-311788,0001746466,"Equillium, Inc.",2022-12-23,2022-12-23T16:11:02-05:00,True,"1.02,5.07,8.01,9.01",OTHER
0001193125-22-305076,0001746466,"Equillium, Inc.",2022-12-15,2022-12-14T21:49:51-05:00,True,8.01,OTHER
0001193125-22-298869,0001746466,"Equillium, Inc.",2022-12-06,2022-12-06T07:00:37-05:00,False,"1.01,8.01,9.01",OTHER
0001193125-22-251807,0001746466,"Equillium, Inc.",2022-09-27,2022-09-27T09:28:12-04:00,False,"8.01,9.01",CLINICAL
0001193125-22-251386,0001746466,"Equillium, Inc.",2022-09-26,2022-09-26T17:27:07-04:00,True,"8.01,9.01",OTHER
0001193125-22-238883,0001746466,"Equillium, Inc.",2022-09-06,2022-09-06T16:29:43-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-22-144343,0001746466,"Equillium, Inc.",2022-05-09,2022-05-09T08:06:04-04:00,False,8.01,CLINICAL
0001193125-22-116380,0001746466,"Equillium, Inc.",2022-04-25,2022-04-25T08:05:57-04:00,False,8.01,CLINICAL
0000950170-22-002622,0001746466,"Equillium, Inc.",2022-03-02,2022-03-02T09:00:56-05:00,False,"5.02,8.01,9.01",OTHER
0001193125-22-043939,0001746466,"Equillium, Inc.",2022-02-16,2022-02-16T07:01:11-05:00,False,"1.01,2.01,2.03,3.02,7.01,8.01,9.01",OTHER
0000950170-21-000348,0001746466,"Equillium, Inc.",2021-06-14,2021-06-14T15:57:38-04:00,False,8.01,OTHER
0001564590-21-004194,0001746466,"Equillium, Inc.",2021-02-04,2021-02-04T08:10:20-05:00,False,"1.01,5.02,8.01,9.01",OTHER
0001193125-20-281174,0001746466,"Equillium, Inc.",2020-10-29,2020-10-29T17:12:53-04:00,True,"8.01,9.01",REGULATORY
0001193125-20-220538,0001746466,"Equillium, Inc.",2020-08-14,2020-08-14T16:50:53-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-20-215058,0001746466,"Equillium, Inc.",2020-08-10,2020-08-10T17:21:51-04:00,True,"7.01,8.01,9.01",CLINICAL
0001193125-20-191424,0001746466,"Equillium, Inc.",2020-07-13,2020-07-13T06:05:12-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-312050,0001746466,"Equillium, Inc.",2019-12-12,2019-12-12T07:05:33-05:00,False,"1.01,5.02,8.01,9.01",OTHER
0001193125-19-302509,0001746466,"Equillium, Inc.",2019-11-27,2019-11-27T16:08:02-05:00,True,8.01,OTHER
0001564590-19-042913,0001746466,"Equillium, Inc.",2019-11-12,2019-11-12T16:10:27-05:00,True,"2.02,5.02,8.01,9.01",OTHER
0001564590-19-036089,0001746466,"Equillium, Inc.",2019-10-01,2019-10-01T16:10:27-04:00,True,"1.01,2.03,3.02,7.01,8.01,9.01",PRESENTATION
0001193125-19-051928,0001746466,"Equillium, Inc.",2019-02-26,2019-02-26T16:05:13-05:00,True,"2.02,7.01,8.01,9.01",PRESENTATION
0001193125-19-045346,0001746466,"Equillium, Inc.",2019-02-20,2019-02-20T16:08:32-05:00,True,"3.03,5.02,8.01",OTHER
0001193125-25-314364,0001774857,"Aardvark Therapeutics, Inc.",2025-12-10,2025-12-10T16:54:58-05:00,True,"8.01,9.01",OTHER
0001193125-25-267402,0001774857,"Aardvark Therapeutics, Inc.",2025-11-06,2025-11-05T18:11:48-05:00,True,"8.01,9.01",PRESENTATION
0001193125-25-264748,0001774857,"Aardvark Therapeutics, Inc.",2025-11-04,2025-11-04T16:19:58-05:00,True,"7.01,8.01,9.01",CLINICAL
0001193125-25-234722,0001774857,"Aardvark Therapeutics, Inc.",2025-10-09,2025-10-08T17:45:26-04:00,True,"8.01,9.01",REGULATORY
0000950170-25-112645,0001774857,"Aardvark Therapeutics, Inc.",2025-09-03,2025-09-02T20:56:36-04:00,True,"8.01,9.01",PRESENTATION
0000950170-25-107320,0001774857,"Aardvark Therapeutics, Inc.",2025-08-12,2025-08-12T16:11:02-04:00,True,"8.01,9.01",OTHER
0001193125-25-027245,0001774857,"Aardvark Therapeutics, Inc.",2025-02-14,2025-02-14T16:01:22-05:00,True,"5.03,8.01,9.01",OTHER
0001728117-25-000040,0001728117,"Gossamer Bio, Inc.",2025-06-16,2025-06-16T07:31:12-04:00,False,"7.01,8.01,9.01",OTHER
0001728117-25-000004,0001728117,"Gossamer Bio, Inc.",2025-02-19,2025-02-19T16:01:12-05:00,True,8.01,OTHER
0001728117-24-000080,0001728117,"Gossamer Bio, Inc.",2024-07-18,2024-07-18T16:01:22-04:00,True,8.01,OTHER
0001728117-24-000052,0001728117,"Gossamer Bio, Inc.",2024-05-06,2024-05-06T07:31:01-04:00,False,"1.01,1.02,3.02,8.01,9.01",OTHER
0001728117-24-000013,0001728117,"Gossamer Bio, Inc.",2024-03-04,2024-03-04T16:02:26-05:00,True,8.01,OTHER
0001728117-23-000091,0001728117,"Gossamer Bio, Inc.",2023-07-20,2023-07-20T07:50:19-04:00,False,"8.01,9.01",CLINICAL
0001728117-23-000030,0001728117,"Gossamer Bio, Inc.",2023-04-03,2023-04-03T16:01:17-04:00,True,8.01,REGULATORY
0001728117-22-000102,0001728117,"Gossamer Bio, Inc.",2022-12-06,2022-12-06T07:36:04-05:00,False,"8.01,9.01",CLINICAL
0001728117-22-000035,0001728117,"Gossamer Bio, Inc.",2022-04-25,2022-04-25T08:14:06-04:00,False,"2.02,8.01",CLINICAL
0001728117-21-000094,0001728117,"Gossamer Bio, Inc.",2021-10-12,2021-10-12T09:19:20-04:00,False,"7.01,8.01,9.01",OTHER
0001564590-20-046250,0001728117,"Gossamer Bio, Inc.",2020-10-13,2020-10-13T07:40:25-04:00,False,"7.01,8.01,9.01",CLINICAL
0001564590-20-026546,0001728117,"Gossamer Bio, Inc.",2020-05-21,2020-05-21T16:06:09-04:00,True,"1.01,2.03,8.01,9.01",OTHER
0000950170-25-099631,0001213037,"Cardiff Oncology, Inc.",2025-07-29,2025-07-29T16:10:34-04:00,True,"2.02,7.01,8.01",CLINICAL
0000950170-25-087369,0001213037,"Cardiff Oncology, Inc.",2025-06-17,2025-06-17T16:15:28-04:00,True,"5.02,8.01,9.01",PRESENTATION
0000950170-24-134970,0001213037,"Cardiff Oncology, Inc.",2024-12-10,2024-12-10T16:10:05-05:00,True,"1.01,8.01,9.01",OTHER
0000950170-24-134749,0001213037,"Cardiff Oncology, Inc.",2024-12-10,2024-12-10T06:02:28-05:00,False,"7.01,8.01,9.01",CLINICAL
0001628280-24-026295,0001213037,"Cardiff Oncology, Inc.",2024-06-03,2024-06-03T16:03:35-04:00,True,"5.03,8.01,9.01",OTHER
0001628280-23-033014,0001213037,"Cardiff Oncology, Inc.",2023-09-26,2023-09-26T16:07:11-04:00,True,"7.01,8.01,9.01",CLINICAL
0001104659-23-088391,0001213037,"Cardiff Oncology, Inc.",2023-08-07,2023-08-07T16:42:29-04:00,True,"7.01,8.01,9.01",CLINICAL
0001628280-23-025483,0001213037,"Cardiff Oncology, Inc.",2023-07-24,2023-07-24T17:13:04-04:00,True,"8.01,9.01",OTHER
0001628280-23-022757,0001213037,"Cardiff Oncology, Inc.",2023-06-20,2023-06-20T17:24:45-04:00,True,"8.01,9.01",OTHER
0001628280-23-002037,0001213037,"Cardiff Oncology, Inc.",2023-02-02,2023-02-02T16:02:04-05:00,True,"5.02,8.01,9.01",OTHER
0001628280-22-024744,0001213037,"Cardiff Oncology, Inc.",2022-09-12,2022-09-12T16:09:53-04:00,True,"7.01,8.01,9.01",CLINICAL
0001628280-22-024362,0001213037,"Cardiff Oncology, Inc.",2022-09-06,2022-09-06T16:07:38-04:00,True,"8.01,9.01",PRESENTATION
0001628280-22-001522,0001213037,"Cardiff Oncology, Inc.",2022-01-31,2022-01-31T17:29:22-05:00,True,"8.01,9.01",OTHER
0001628280-22-000669,0001213037,"Cardiff Oncology, Inc.",2022-01-11,2022-01-11T10:09:15-05:00,False,"8.01,9.01",OTHER
0001628280-21-024814,0001213037,"Cardiff Oncology, Inc.",2021-12-10,2021-12-10T11:14:22-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-024493,0001213037,"Cardiff Oncology, Inc.",2021-12-03,2021-12-03T11:05:50-05:00,False,"8.01,9.01",OTHER
0001628280-21-022729,0001213037,"Cardiff Oncology, Inc.",2021-11-10,2021-11-10T12:54:37-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-018136,0001213037,"Cardiff Oncology, Inc.",2021-09-07,2021-09-07T11:15:44-04:00,False,"8.01,9.01",PRESENTATION
0001628280-21-017578,0001213037,"Cardiff Oncology, Inc.",2021-08-25,2021-08-25T13:23:03-04:00,False,"8.01,9.01",PRESENTATION
0001628280-21-013733,0001213037,"Cardiff Oncology, Inc.",2021-07-12,2021-07-12T11:13:07-04:00,False,"5.02,8.01,9.01",OTHER
0001628280-21-013508,0001213037,"Cardiff Oncology, Inc.",2021-07-06,2021-07-06T12:35:47-04:00,False,"8.01,9.01",PRESENTATION
0001628280-21-013021,0001213037,"Cardiff Oncology, Inc.",2021-06-28,2021-06-28T13:33:49-04:00,False,"8.01,9.01",OTHER
0001628280-21-012005,0001213037,"Cardiff Oncology, Inc.",2021-06-10,2021-06-10T16:07:21-04:00,True,"5.07,8.01,9.01",OTHER
0001628280-21-011784,0001213037,"Cardiff Oncology, Inc.",2021-06-08,2021-06-08T08:41:33-04:00,False,"8.01,9.01",OTHER
0001628280-21-010750,0001213037,"Cardiff Oncology, Inc.",2021-05-20,2021-05-20T10:36:09-04:00,False,"8.01,9.01",PRESENTATION
0001628280-21-006756,0001213037,"Cardiff Oncology, Inc.",2021-04-12,2021-04-12T08:33:51-04:00,False,"7.01,8.01,9.01",CLINICAL
0001628280-21-006707,0001213037,"Cardiff Oncology, Inc.",2021-04-08,2021-04-08T15:03:11-04:00,False,"8.01,9.01",PRESENTATION
0001628280-21-004508,0001213037,"Cardiff Oncology, Inc.",2021-03-11,2021-03-11T13:43:09-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-003831,0001213037,"Cardiff Oncology, Inc.",2021-03-03,2021-03-03T12:57:19-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-002984,0001213037,"Cardiff Oncology, Inc.",2021-02-24,2021-02-24T11:21:42-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-002232,0001213037,"Cardiff Oncology, Inc.",2021-02-16,2021-02-16T13:43:30-05:00,False,"8.01,9.01",PRESENTATION
0001628280-21-001908,0001213037,"Cardiff Oncology, Inc.",2021-02-11,2021-02-11T10:39:30-05:00,False,"8.01,9.01",CLINICAL
0001628280-21-000813,0001213037,"Cardiff Oncology, Inc.",2021-01-26,2021-01-26T11:19:29-05:00,False,"8.01,9.01",REGULATORY
0001628280-21-000474,0001213037,"Cardiff Oncology, Inc.",2021-01-15,2021-01-15T11:34:08-05:00,False,"8.01,9.01",CLINICAL
0001628280-20-017151,0001213037,"Cardiff Oncology, Inc.",2020-12-07,2020-12-07T13:22:45-05:00,False,"8.01,9.01",CLINICAL
0001628280-20-016701,0001213037,"Cardiff Oncology, Inc.",2020-11-23,2020-11-23T11:54:08-05:00,False,"8.01,9.01",PRESENTATION
0001628280-20-014591,0001213037,"Cardiff Oncology, Inc.",2020-10-20,2020-10-20T11:59:37-04:00,False,"8.01,9.01",CLINICAL
0001628280-20-014034,0001213037,"Cardiff Oncology, Inc.",2020-09-30,2020-09-30T16:09:21-04:00,True,"1.01,8.01,9.01",OTHER
0001628280-20-013690,0001213037,"Cardiff Oncology, Inc.",2020-09-17,2020-09-17T11:18:17-04:00,False,"8.01,9.01",CLINICAL
0001628280-20-013580,0001213037,"Cardiff Oncology, Inc.",2020-09-15,2020-09-15T10:36:52-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-013539,0001213037,"Cardiff Oncology, Inc.",2020-09-14,2020-09-14T11:55:10-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-011606,0001213037,"Cardiff Oncology, Inc.",2020-08-04,2020-08-04T14:33:14-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-010960,0001213037,"Cardiff Oncology, Inc.",2020-07-30,2020-07-30T13:22:31-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-009534,0001213037,"Cardiff Oncology, Inc.",2020-06-16,2020-06-16T16:26:32-04:00,True,"1.01,3.02,5.03,8.01,9.01",OTHER
0001628280-20-009417,0001213037,"Cardiff Oncology, Inc.",2020-06-15,2020-06-15T11:50:22-04:00,False,"8.01,9.01",CLINICAL
0001628280-20-009155,0001213037,"Cardiff Oncology, Inc.",2020-06-09,2020-06-09T11:26:56-04:00,False,"8.01,9.01",OTHER
0001628280-20-008589,0001213037,"Cardiff Oncology, Inc.",2020-05-29,2020-05-29T12:00:24-04:00,False,"8.01,9.01",CLINICAL
0001628280-20-008504,0001213037,"Cardiff Oncology, Inc.",2020-05-28,2020-05-28T11:50:21-04:00,False,"8.01,9.01",REGULATORY
0001628280-20-008455,0001213037,"Cardiff Oncology, Inc.",2020-05-27,2020-05-27T11:07:54-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001628280-20-007644,0001213037,"Cardiff Oncology, Inc.",2020-05-13,2020-05-13T10:59:15-04:00,False,"1.01,3.02,5.03,8.01,9.01",OTHER
0001628280-20-006555,0001213037,"Cardiff Oncology, Inc.",2020-05-06,2020-05-06T10:29:01-04:00,False,"5.02,5.03,8.01,9.01",OTHER
0001628280-20-005682,0001213037,"Cardiff Oncology, Inc.",2020-04-28,2020-04-28T12:22:34-04:00,False,"8.01,9.01",CLINICAL
0001628280-20-005226,0001213037,"Cardiff Oncology, Inc.",2020-04-22,2020-04-22T10:54:16-04:00,False,"8.01,9.01",OTHER
0001628280-20-004781,0001213037,"Cardiff Oncology, Inc.",2020-04-08,2020-04-08T11:17:49-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-004445,0001213037,"Cardiff Oncology, Inc.",2020-04-01,2020-04-01T13:54:51-04:00,False,"8.01,9.01",PRESENTATION
0001628280-20-003017,0001213037,"Cardiff Oncology, Inc.",2020-03-05,2020-03-05T10:38:39-05:00,False,"8.01,9.01",OTHER
0001628280-20-001467,0001213037,"Cardiff Oncology, Inc.",2020-02-13,2020-02-13T10:00:15-05:00,False,"8.01,9.01",CLINICAL
0001628280-20-001027,0001213037,"Cardiff Oncology, Inc.",2020-02-05,2020-02-05T10:24:28-05:00,False,"8.01,9.01",PRESENTATION
0001628280-20-000651,0001213037,"Cardiff Oncology, Inc.",2020-01-29,2020-01-29T10:51:44-05:00,False,"8.01,9.01",OTHER
0001628280-20-000533,0001213037,"Cardiff Oncology, Inc.",2020-01-27,2020-01-27T10:59:12-05:00,False,"8.01,9.01",CLINICAL
0001628280-20-000403,0001213037,"Cardiff Oncology, Inc.",2020-01-21,2020-01-21T10:09:04-05:00,False,"8.01,9.01",CLINICAL
0001628280-19-014850,0001213037,"Cardiff Oncology, Inc.",2019-12-09,2019-12-09T14:49:39-05:00,False,"8.01,9.01",CLINICAL
