accession,cik,name,filing_date,acceptance_et,after_hours,items,label
0000950170-24-093945,0001422143,"Kura Oncology, Inc.",2024-08-08,2024-08-08T16:10:09-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-052109,0001422143,"Kura Oncology, Inc.",2024-05-02,2024-05-02T16:10:11-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-021087,0001422143,"Kura Oncology, Inc.",2024-02-27,2024-02-27T16:03:14-05:00,True,"2.02,9.01",EARNINGS
0000950170-23-058157,0001422143,"Kura Oncology, Inc.",2023-11-02,2023-11-02T16:03:08-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-037994,0001422143,"Kura Oncology, Inc.",2023-08-03,2023-08-03T16:13:20-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-020508,0001422143,"Kura Oncology, Inc.",2023-05-10,2023-05-10T16:07:13-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-004098,0001422143,"Kura Oncology, Inc.",2023-02-23,2023-02-23T16:07:09-05:00,True,"2.02,9.01",EARNINGS
0000950170-22-021564,0001422143,"Kura Oncology, Inc.",2022-11-03,2022-11-03T07:47:11-04:00,False,"2.02,9.01",EARNINGS
0000950170-22-014242,0001422143,"Kura Oncology, Inc.",2022-08-03,2022-08-03T16:09:25-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-007388,0001422143,"Kura Oncology, Inc.",2022-05-04,2022-05-04T16:15:29-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-001964,0001422143,"Kura Oncology, Inc.",2022-02-24,2022-02-24T16:07:46-05:00,True,"2.02,9.01",EARNINGS
0001564590-21-054488,0001422143,"Kura Oncology, Inc.",2021-11-04,2021-11-04T16:13:02-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-041588,0001422143,"Kura Oncology, Inc.",2021-08-05,2021-08-05T16:11:29-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-024963,0001422143,"Kura Oncology, Inc.",2021-05-06,2021-05-06T16:11:13-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-007821,0001422143,"Kura Oncology, Inc.",2021-02-24,2021-02-24T07:25:22-05:00,False,"2.02,9.01",EARNINGS
0001564590-20-050877,0001422143,"Kura Oncology, Inc.",2020-11-05,2020-11-05T07:40:57-05:00,False,"2.02,9.01",EARNINGS
0001564590-20-037726,0001422143,"Kura Oncology, Inc.",2020-08-06,2020-08-06T16:07:46-04:00,True,"2.02,9.01",EARNINGS
0001564590-20-020830,0001422143,"Kura Oncology, Inc.",2020-05-04,2020-05-04T16:10:22-04:00,True,"2.02,9.01",EARNINGS
0001564590-20-006383,0001422143,"Kura Oncology, Inc.",2020-02-25,2020-02-25T16:05:27-05:00,True,"2.02,9.01",EARNINGS
0001564590-19-040374,0001422143,"Kura Oncology, Inc.",2019-11-05,2019-11-05T16:10:24-05:00,True,"2.02,9.01",EARNINGS
0001564590-19-027949,0001422143,"Kura Oncology, Inc.",2019-08-01,2019-08-01T16:07:17-04:00,True,"2.02,9.01",EARNINGS
0001564590-19-016500,0001422143,"Kura Oncology, Inc.",2019-05-07,2019-05-07T16:10:22-04:00,True,"2.02,9.01",EARNINGS
0001564590-19-006260,0001422143,"Kura Oncology, Inc.",2019-03-05,2019-03-05T16:04:28-05:00,True,"2.02,9.01",EARNINGS
0001906324-25-000158,0001906324,QuidelOrtho Corp,2025-11-05,2025-11-05T16:08:26-05:00,True,"2.02,9.01",EARNINGS
0001906324-25-000150,0001906324,QuidelOrtho Corp,2025-08-05,2025-08-05T16:11:59-04:00,True,"2.02,9.01",EARNINGS
0001906324-25-000055,0001906324,QuidelOrtho Corp,2025-05-07,2025-05-07T16:07:42-04:00,True,"2.02,9.01",EARNINGS
0001906324-25-000031,0001906324,QuidelOrtho Corp,2025-02-12,2025-02-12T16:06:59-05:00,True,"2.02,9.01",EARNINGS
0001906324-25-000003,0001906324,QuidelOrtho Corp,2025-01-13,2025-01-13T09:03:17-05:00,False,"2.02,9.01",EARNINGS
0001906324-24-000048,0001906324,QuidelOrtho Corp,2024-11-07,2024-11-07T16:08:27-05:00,True,"2.02,9.01",EARNINGS
0001906324-24-000042,0001906324,QuidelOrtho Corp,2024-07-31,2024-07-31T16:08:04-04:00,True,"2.02,9.01",EARNINGS
0001906324-24-000030,0001906324,QuidelOrtho Corp,2024-05-08,2024-05-08T16:07:08-04:00,True,"2.02,9.01",EARNINGS
0001906324-24-000002,0001906324,QuidelOrtho Corp,2024-02-13,2024-02-13T16:07:22-05:00,True,"2.02,9.01",EARNINGS
0001906324-23-000056,0001906324,QuidelOrtho Corp,2023-11-01,2023-11-01T16:12:05-04:00,True,"2.02,9.01",EARNINGS
0001906324-23-000052,0001906324,QuidelOrtho Corp,2023-10-12,2023-10-12T07:04:57-04:00,False,"2.02,9.01",EARNINGS
0001906324-23-000044,0001906324,QuidelOrtho Corp,2023-08-08,2023-08-08T17:00:08-04:00,True,"2.02,9.01",EARNINGS
0001906324-23-000030,0001906324,QuidelOrtho Corp,2023-05-03,2023-05-03T16:14:46-04:00,True,"2.02,9.01",EARNINGS
0001906324-23-000027,0001906324,QuidelOrtho Corp,2023-04-13,2023-04-13T16:22:22-04:00,True,"2.02,9.01",EARNINGS
0001906324-23-000008,0001906324,QuidelOrtho Corp,2023-02-15,2023-02-15T16:16:25-05:00,True,"2.02,9.01",EARNINGS
0001906324-23-000002,0001906324,QuidelOrtho Corp,2023-01-06,2023-01-06T16:26:38-05:00,True,"2.02,9.01",EARNINGS
0001906324-22-000029,0001906324,QuidelOrtho Corp,2022-11-02,2022-11-02T16:11:20-04:00,True,"2.02,9.01",EARNINGS
0001906324-22-000026,0001906324,QuidelOrtho Corp,2022-10-12,2022-10-12T16:11:16-04:00,True,"2.02,9.01",EARNINGS
0001906324-22-000008,0001906324,QuidelOrtho Corp,2022-08-04,2022-08-04T16:34:55-04:00,True,"2.02,9.01",EARNINGS
0001193125-25-266933,0001807120,"Design Therapeutics, Inc.",2025-11-05,2025-11-05T16:10:32-05:00,True,"2.02,9.01",EARNINGS
0000950170-25-065613,0001807120,"Design Therapeutics, Inc.",2025-05-07,2025-05-07T16:04:40-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-035909,0001807120,"Design Therapeutics, Inc.",2025-03-10,2025-03-10T07:10:34-04:00,False,"2.02,9.01",EARNINGS
0000950170-24-123289,0001807120,"Design Therapeutics, Inc.",2024-11-07,2024-11-07T16:06:08-05:00,True,"2.02,9.01",EARNINGS
0000950170-24-090332,0001807120,"Design Therapeutics, Inc.",2024-08-05,2024-08-05T08:01:14-04:00,False,"2.02,9.01",EARNINGS
0000950170-24-055645,0001807120,"Design Therapeutics, Inc.",2024-05-08,2024-05-08T16:09:14-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-033475,0001807120,"Design Therapeutics, Inc.",2024-03-19,2024-03-19T16:12:56-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-062937,0001807120,"Design Therapeutics, Inc.",2023-11-13,2023-11-13T16:10:07-05:00,True,"2.02,9.01",EARNINGS
0000950170-23-042392,0001807120,"Design Therapeutics, Inc.",2023-08-14,2023-08-14T16:07:12-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-019682,0001807120,"Design Therapeutics, Inc.",2023-05-09,2023-05-09T16:13:38-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-007864,0001807120,"Design Therapeutics, Inc.",2023-03-14,2023-03-14T16:07:42-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-021862,0001807120,"Design Therapeutics, Inc.",2022-11-03,2022-11-03T16:09:46-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-015520,0001807120,"Design Therapeutics, Inc.",2022-08-08,2022-08-08T16:08:13-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-008486,0001807120,"Design Therapeutics, Inc.",2022-05-09,2022-05-09T16:09:29-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-003356,0001807120,"Design Therapeutics, Inc.",2022-03-10,2022-03-10T16:06:23-05:00,True,"2.02,9.01",EARNINGS
0000950170-21-003747,0001807120,"Design Therapeutics, Inc.",2021-11-09,2021-11-09T16:11:32-05:00,True,"2.02,9.01",EARNINGS
0001564590-21-042617,0001807120,"Design Therapeutics, Inc.",2021-08-09,2021-08-09T16:05:37-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-026050,0001807120,"Design Therapeutics, Inc.",2021-05-10,2021-05-10T16:10:19-04:00,True,"2.02,9.01",EARNINGS
0001437749-25-032422,0001855175,"Contineum Therapeutics, Inc.",2025-10-30,2025-10-30T16:09:26-04:00,True,"2.02,9.01",EARNINGS
0001437749-25-024849,0001855175,"Contineum Therapeutics, Inc.",2025-08-05,2025-08-05T16:08:50-04:00,True,"2.02,9.01",EARNINGS
0001437749-25-006457,0001855175,"Contineum Therapeutics, Inc.",2025-03-06,2025-03-06T16:08:27-05:00,True,"2.02,9.01",EARNINGS
0001437749-24-033614,0001855175,"Contineum Therapeutics, Inc.",2024-11-06,2024-11-06T16:08:42-05:00,True,"2.02,9.01",EARNINGS
0001437749-24-026385,0001855175,"Contineum Therapeutics, Inc.",2024-08-13,2024-08-13T16:10:32-04:00,True,"2.02,9.01",EARNINGS
0001437749-24-017293,0001855175,"Contineum Therapeutics, Inc.",2024-05-16,2024-05-16T16:08:51-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-070899,0001671858,"ARS Pharmaceuticals, Inc.",2025-05-14,2025-05-14T07:01:13-04:00,False,"2.02,9.01",EARNINGS
0000950170-25-042317,0001671858,"ARS Pharmaceuticals, Inc.",2025-03-20,2025-03-20T07:02:00-04:00,False,"2.02,9.01",EARNINGS
0000950170-24-125921,0001671858,"ARS Pharmaceuticals, Inc.",2024-11-13,2024-11-13T07:00:26-05:00,False,"2.02,9.01",EARNINGS
0000950170-24-091745,0001671858,"ARS Pharmaceuticals, Inc.",2024-08-06,2024-08-06T16:04:22-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-056934,0001671858,"ARS Pharmaceuticals, Inc.",2024-05-09,2024-05-09T16:08:39-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-034678,0001671858,"ARS Pharmaceuticals, Inc.",2024-03-21,2024-03-21T16:06:39-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-061989,0001671858,"ARS Pharmaceuticals, Inc.",2023-11-09,2023-11-09T16:02:29-05:00,True,"2.02,9.01",EARNINGS
0000950170-23-041294,0001671858,"ARS Pharmaceuticals, Inc.",2023-08-10,2023-08-10T16:05:25-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-021996,0001671858,"ARS Pharmaceuticals, Inc.",2023-05-15,2023-05-15T09:03:13-04:00,False,"2.02,9.01",EARNINGS
0000950170-23-009485,0001671858,"ARS Pharmaceuticals, Inc.",2023-03-23,2023-03-23T16:09:22-04:00,True,"2.02,9.01",EARNINGS
0001193125-22-148646,0001671858,"ARS Pharmaceuticals, Inc.",2022-05-12,2022-05-12T16:11:37-04:00,True,"2.02,9.01",EARNINGS
0001193125-22-091747,0001671858,"ARS Pharmaceuticals, Inc.",2022-03-31,2022-03-31T16:06:28-04:00,True,"2.02,9.01",EARNINGS
0001193125-21-326031,0001671858,"ARS Pharmaceuticals, Inc.",2021-11-10,2021-11-10T16:20:03-05:00,True,"2.02,9.01",EARNINGS
0001193125-21-244702,0001671858,"ARS Pharmaceuticals, Inc.",2021-08-12,2021-08-12T16:16:53-04:00,True,"2.02,9.01",EARNINGS
0001193125-21-160511,0001671858,"ARS Pharmaceuticals, Inc.",2021-05-13,2021-05-13T16:17:36-04:00,True,"2.02,9.01",EARNINGS
0001193125-21-098282,0001671858,"ARS Pharmaceuticals, Inc.",2021-03-29,2021-03-29T16:11:29-04:00,True,"2.02,9.01",EARNINGS
0001193125-25-275867,0001817241,"Artiva Biotherapeutics, Inc.",2025-11-12,2025-11-12T07:05:15-05:00,False,"2.02,9.01",EARNINGS
0000950170-25-104028,0001817241,"Artiva Biotherapeutics, Inc.",2025-08-06,2025-08-06T16:11:42-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-066416,0001817241,"Artiva Biotherapeutics, Inc.",2025-05-08,2025-05-08T08:03:54-04:00,False,"2.02,9.01",EARNINGS
0000950170-25-043828,0001817241,"Artiva Biotherapeutics, Inc.",2025-03-24,2025-03-24T16:07:24-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-125359,0001817241,"Artiva Biotherapeutics, Inc.",2024-11-12,2024-11-12T16:07:59-05:00,True,"2.02,9.01",EARNINGS
0001193125-24-209920,0001817241,"Artiva Biotherapeutics, Inc.",2024-08-29,2024-08-29T16:16:01-04:00,True,"2.02,9.01",EARNINGS
0001285550-23-000019,0001285550,"ClearPoint Neuro, Inc.",2023-03-01,2023-03-01T16:04:57-05:00,True,"2.02,9.01",EARNINGS
0001171520-22-000183,0001285550,"ClearPoint Neuro, Inc.",2022-03-01,2022-03-01T16:04:55-05:00,True,"2.02,9.01",EARNINGS
0001171520-21-000198,0001285550,"ClearPoint Neuro, Inc.",2021-05-11,2021-05-11T16:05:50-04:00,True,"2.02,9.01",EARNINGS
0001171520-21-000122,0001285550,"ClearPoint Neuro, Inc.",2021-03-04,2021-03-04T16:06:22-05:00,True,"2.02,9.01",EARNINGS
0001171520-21-000013,0001285550,"ClearPoint Neuro, Inc.",2021-01-12,2021-01-12T16:06:02-05:00,True,"2.02,9.01",EARNINGS
0001171520-20-000063,0001285550,"ClearPoint Neuro, Inc.",2020-02-12,2020-02-12T16:08:32-05:00,True,"2.02,9.01",EARNINGS
0001534424-19-000311,0001285550,"ClearPoint Neuro, Inc.",2019-11-12,2019-11-12T16:05:25-05:00,True,"2.02,9.01",EARNINGS
0001534424-19-000224,0001285550,"ClearPoint Neuro, Inc.",2019-08-06,2019-08-06T16:05:39-04:00,True,"2.02,9.01",EARNINGS
0001534424-19-000118,0001285550,"ClearPoint Neuro, Inc.",2019-04-30,2019-04-30T16:05:18-04:00,True,"2.02,9.01",EARNINGS
0001534424-19-000017,0001285550,"ClearPoint Neuro, Inc.",2019-01-03,2019-01-03T16:15:27-05:00,True,"2.02,9.01",EARNINGS
0001193125-25-269469,0001794546,"CARLSMED, INC.",2025-11-06,2025-11-06T16:06:16-05:00,True,"2.02,9.01",EARNINGS
0000950170-25-111947,0001794546,"CARLSMED, INC.",2025-08-28,2025-08-28T16:06:16-04:00,True,"2.02,9.01",EARNINGS
0001171843-21-002004,0001357459,"PALISADE BIO, INC.",2021-03-23,2021-03-23T17:07:51-04:00,True,"2.02,9.01",EARNINGS
0001171843-20-008037,0001357459,"PALISADE BIO, INC.",2020-11-16,2020-11-16T17:00:16-05:00,True,"2.02,9.01",EARNINGS
0001171843-20-005936,0001357459,"PALISADE BIO, INC.",2020-08-14,2020-08-14T12:30:07-04:00,False,"2.02,9.01",EARNINGS
0001171843-20-003767,0001357459,"PALISADE BIO, INC.",2020-05-15,2020-05-15T15:02:01-04:00,False,"2.02,9.01",EARNINGS
0001171843-19-007574,0001357459,"PALISADE BIO, INC.",2019-11-15,2019-11-15T10:36:42-05:00,False,"2.02,9.01",EARNINGS
0001171843-19-005491,0001357459,"PALISADE BIO, INC.",2019-08-14,2019-08-14T14:31:56-04:00,False,"2.02,9.01",EARNINGS
0001171843-19-003356,0001357459,"PALISADE BIO, INC.",2019-05-14,2019-05-14T16:32:25-04:00,True,"2.02,9.01",EARNINGS
0001171843-19-001924,0001357459,"PALISADE BIO, INC.",2019-03-22,2019-03-22T17:30:36-04:00,True,"2.02,9.01",EARNINGS
0001193805-25-001555,0001768224,Arcturus Therapeutics Holdings Inc.,2025-11-10,2025-11-10T16:09:10-05:00,True,"2.02,9.01",EARNINGS
0001193805-25-001175,0001768224,Arcturus Therapeutics Holdings Inc.,2025-08-11,2025-08-11T16:01:46-04:00,True,"2.02,9.01",EARNINGS
0001193805-25-000630,0001768224,Arcturus Therapeutics Holdings Inc.,2025-05-12,2025-05-12T16:05:47-04:00,True,"2.02,9.01",EARNINGS
0001193805-25-000275,0001768224,Arcturus Therapeutics Holdings Inc.,2025-03-06,2025-03-06T16:02:38-05:00,True,"2.02,9.01",EARNINGS
0001193805-24-001318,0001768224,Arcturus Therapeutics Holdings Inc.,2024-11-07,2024-11-07T16:25:35-05:00,True,"2.02,9.01",EARNINGS
0001193805-24-000990,0001768224,Arcturus Therapeutics Holdings Inc.,2024-08-05,2024-08-05T16:09:24-04:00,True,"2.02,9.01",EARNINGS
0001193805-24-000614,0001768224,Arcturus Therapeutics Holdings Inc.,2024-05-08,2024-05-08T16:05:04-04:00,True,"2.02,9.01",EARNINGS
0001193805-24-000335,0001768224,Arcturus Therapeutics Holdings Inc.,2024-03-07,2024-03-07T16:05:52-05:00,True,"2.02,9.01",EARNINGS
0001193805-23-001493,0001768224,Arcturus Therapeutics Holdings Inc.,2023-11-14,2023-11-14T16:10:46-05:00,True,"2.02,9.01",EARNINGS
0001193805-23-000686,0001768224,Arcturus Therapeutics Holdings Inc.,2023-05-09,2023-05-09T16:11:14-04:00,True,"2.02,9.01",EARNINGS
0001193805-23-000401,0001768224,Arcturus Therapeutics Holdings Inc.,2023-03-28,2023-03-28T16:10:40-04:00,True,"2.02,9.01",EARNINGS
0001193805-22-001504,0001768224,Arcturus Therapeutics Holdings Inc.,2022-11-09,2022-11-09T16:06:26-05:00,True,"2.02,9.01",EARNINGS
0001193805-22-001152,0001768224,Arcturus Therapeutics Holdings Inc.,2022-08-09,2022-08-09T16:01:36-04:00,True,"2.02,9.01",EARNINGS
0001193805-22-000752,0001768224,Arcturus Therapeutics Holdings Inc.,2022-05-09,2022-05-09T16:20:03-04:00,True,"2.02,9.01",EARNINGS
0001193805-22-000402,0001768224,Arcturus Therapeutics Holdings Inc.,2022-02-28,2022-02-28T16:15:54-05:00,True,"2.02,9.01",EARNINGS
0001193805-21-001541,0001768224,Arcturus Therapeutics Holdings Inc.,2021-11-08,2021-11-08T16:18:25-05:00,True,"2.02,9.01",EARNINGS
0001193805-20-001406,0001768224,Arcturus Therapeutics Holdings Inc.,2020-11-09,2020-11-09T16:06:24-05:00,True,"2.02,9.01",EARNINGS
0001193805-20-000987,0001768224,Arcturus Therapeutics Holdings Inc.,2020-08-10,2020-08-10T16:22:25-04:00,True,"2.02,9.01",EARNINGS
0001193805-20-000565,0001768224,Arcturus Therapeutics Holdings Inc.,2020-05-07,2020-05-07T16:08:01-04:00,True,"2.02,9.01",EARNINGS
0001193805-20-000335,0001768224,Arcturus Therapeutics Holdings Inc.,2020-03-11,2020-03-11T16:05:23-04:00,True,"2.02,9.01",EARNINGS
0001193125-19-287407,0001768224,Arcturus Therapeutics Holdings Inc.,2019-11-07,2019-11-07T16:53:56-05:00,True,"2.02,9.01",EARNINGS
0001193125-25-279091,0001434316,FATE THERAPEUTICS INC,2025-11-13,2025-11-13T08:32:54-05:00,False,"2.02,9.01",EARNINGS
0000950170-25-070280,0001434316,FATE THERAPEUTICS INC,2025-05-13,2025-05-13T16:02:25-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-033507,0001434316,FATE THERAPEUTICS INC,2025-03-05,2025-03-05T16:02:33-05:00,True,"2.02,9.01",EARNINGS
0000950170-24-125307,0001434316,FATE THERAPEUTICS INC,2024-11-12,2024-11-12T16:01:59-05:00,True,"2.02,9.01",EARNINGS
0000950170-24-096177,0001434316,FATE THERAPEUTICS INC,2024-08-13,2024-08-13T16:06:21-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-056852,0001434316,FATE THERAPEUTICS INC,2024-05-09,2024-05-09T16:02:49-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-020123,0001434316,FATE THERAPEUTICS INC,2024-02-26,2024-02-26T16:03:08-05:00,True,"2.02,9.01",EARNINGS
0000950170-23-061077,0001434316,FATE THERAPEUTICS INC,2023-11-08,2023-11-08T16:03:06-05:00,True,"2.02,9.01",EARNINGS
0000950170-23-039783,0001434316,FATE THERAPEUTICS INC,2023-08-08,2023-08-08T16:07:19-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-017157,0001434316,FATE THERAPEUTICS INC,2023-05-03,2023-05-03T16:06:15-04:00,True,"2.02,9.01",EARNINGS
0000950170-23-005063,0001434316,FATE THERAPEUTICS INC,2023-02-28,2023-02-28T16:03:29-05:00,True,"2.02,9.01",EARNINGS
0000950170-22-021834,0001434316,FATE THERAPEUTICS INC,2022-11-03,2022-11-03T16:03:09-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-014223,0001434316,FATE THERAPEUTICS INC,2022-08-03,2022-08-03T16:03:54-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-007377,0001434316,FATE THERAPEUTICS INC,2022-05-04,2022-05-04T16:06:33-04:00,True,"2.02,9.01",EARNINGS
0000950170-22-002285,0001434316,FATE THERAPEUTICS INC,2022-02-28,2022-02-28T16:06:12-05:00,True,"2.02,9.01",EARNINGS
0000950170-21-003055,0001434316,FATE THERAPEUTICS INC,2021-11-04,2021-11-04T16:07:37-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-040793,0001434316,FATE THERAPEUTICS INC,2021-08-04,2021-08-04T16:05:57-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-024017,0001434316,FATE THERAPEUTICS INC,2021-05-05,2021-05-05T16:01:27-04:00,True,"2.02,9.01",EARNINGS
0001564590-21-008069,0001434316,FATE THERAPEUTICS INC,2021-02-24,2021-02-24T16:01:48-05:00,True,"2.02,9.01",EARNINGS
0001564590-20-051284,0001434316,FATE THERAPEUTICS INC,2020-11-05,2020-11-05T16:02:19-05:00,True,"2.02,9.01",EARNINGS
0001564590-20-036776,0001434316,FATE THERAPEUTICS INC,2020-08-05,2020-08-05T16:01:19-04:00,True,"2.02,9.01",EARNINGS
0001564590-20-024158,0001434316,FATE THERAPEUTICS INC,2020-05-11,2020-05-11T16:01:18-04:00,True,"2.02,9.01",EARNINGS
0001564590-20-008139,0001434316,FATE THERAPEUTICS INC,2020-03-02,2020-03-02T16:01:37-05:00,True,"2.02,9.01",EARNINGS
0001564590-19-040354,0001434316,FATE THERAPEUTICS INC,2019-11-05,2019-11-05T16:01:41-05:00,True,"2.02,9.01",EARNINGS
0001564590-19-029319,0001434316,FATE THERAPEUTICS INC,2019-08-06,2019-08-06T16:01:31-04:00,True,"2.02,9.01",EARNINGS
0001564590-19-016519,0001434316,FATE THERAPEUTICS INC,2019-05-07,2019-05-07T16:15:43-04:00,True,"2.02,9.01",EARNINGS
0001564590-19-006257,0001434316,FATE THERAPEUTICS INC,2019-03-05,2019-03-05T16:01:17-05:00,True,"2.02,9.01",EARNINGS
0001193125-25-269534,0000876343,"Lineage Cell Therapeutics, Inc.",2025-11-06,2025-11-06T16:12:19-05:00,True,"2.02,9.01",EARNINGS
0000950170-25-107314,0000876343,"Lineage Cell Therapeutics, Inc.",2025-08-12,2025-08-12T16:10:31-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-070337,0000876343,"Lineage Cell Therapeutics, Inc.",2025-05-13,2025-05-13T16:10:10-04:00,True,"2.02,9.01",EARNINGS
0000950170-25-036278,0000876343,"Lineage Cell Therapeutics, Inc.",2025-03-10,2025-03-10T16:10:08-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-127058,0000876343,"Lineage Cell Therapeutics, Inc.",2024-11-14,2024-11-14T16:10:10-05:00,True,"2.02,9.01",EARNINGS
0000950170-24-093947,0000876343,"Lineage Cell Therapeutics, Inc.",2024-08-08,2024-08-08T16:10:09-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-056948,0000876343,"Lineage Cell Therapeutics, Inc.",2024-05-09,2024-05-09T16:10:17-04:00,True,"2.02,9.01",EARNINGS
0000950170-24-027951,0000876343,"Lineage Cell Therapeutics, Inc.",2024-03-07,2024-03-07T16:10:09-05:00,True,"2.02,9.01",EARNINGS
0001493152-23-040057,0000876343,"Lineage Cell Therapeutics, Inc.",2023-11-09,2023-11-09T16:10:32-05:00,True,"2.02,9.01",EARNINGS
0001493152-23-027545,0000876343,"Lineage Cell Therapeutics, Inc.",2023-08-10,2023-08-10T16:10:12-04:00,True,"2.02,9.01",EARNINGS
0001493152-23-016388,0000876343,"Lineage Cell Therapeutics, Inc.",2023-05-11,2023-05-11T16:10:37-04:00,True,"2.02,9.01",EARNINGS
0001493152-23-007127,0000876343,"Lineage Cell Therapeutics, Inc.",2023-03-09,2023-03-09T16:10:37-05:00,True,"2.02,9.01",EARNINGS
0001493152-22-031351,0000876343,"Lineage Cell Therapeutics, Inc.",2022-11-10,2022-11-10T16:11:40-05:00,True,"2.02,9.01",EARNINGS
0001493152-22-022077,0000876343,"Lineage Cell Therapeutics, Inc.",2022-08-11,2022-08-11T16:10:44-04:00,True,"2.02,9.01",EARNINGS
0001493152-22-013033,0000876343,"Lineage Cell Therapeutics, Inc.",2022-05-12,2022-05-12T16:10:59-04:00,True,"2.02,9.01",EARNINGS
0001493152-22-006506,0000876343,"Lineage Cell Therapeutics, Inc.",2022-03-10,2022-03-10T16:10:24-05:00,True,"2.02,9.01",EARNINGS
0001493152-21-027855,0000876343,"Lineage Cell Therapeutics, Inc.",2021-11-10,2021-11-10T16:10:54-05:00,True,"2.02,9.01",EARNINGS
0001493152-21-019506,0000876343,"Lineage Cell Therapeutics, Inc.",2021-08-12,2021-08-12T16:10:16-04:00,True,"2.02,9.01",EARNINGS
0001493152-21-011290,0000876343,"Lineage Cell Therapeutics, Inc.",2021-05-13,2021-05-13T16:10:39-04:00,True,"2.02,9.01",EARNINGS
0001493152-21-005810,0000876343,"Lineage Cell Therapeutics, Inc.",2021-03-11,2021-03-11T16:15:14-05:00,True,"2.02,9.01",EARNINGS
0001641172-20-000028,0000876343,"Lineage Cell Therapeutics, Inc.",2020-11-04,2020-11-04T16:11:43-05:00,True,"2.02,9.01",EARNINGS
0001493152-20-014854,0000876343,"Lineage Cell Therapeutics, Inc.",2020-08-06,2020-08-06T16:10:52-04:00,True,"2.02,9.01",EARNINGS
0001493152-20-003812,0000876343,"Lineage Cell Therapeutics, Inc.",2020-03-12,2020-03-12T16:15:25-04:00,True,"2.02,9.01",EARNINGS
0001493152-19-016899,0000876343,"Lineage Cell Therapeutics, Inc.",2019-11-12,2019-11-12T16:15:26-05:00,True,"2.02,9.01",EARNINGS
0001493152-19-011902,0000876343,"Lineage Cell Therapeutics, Inc.",2019-08-08,2019-08-08T16:10:29-04:00,True,"2.02,9.01",EARNINGS
0001493152-19-006686,0000876343,"Lineage Cell Therapeutics, Inc.",2019-05-09,2019-05-09T16:25:36-04:00,True,"2.02,9.01",EARNINGS
0001493152-19-003346,0000876343,"Lineage Cell Therapeutics, Inc.",2019-03-14,2019-03-14T16:37:55-04:00,True,"2.02,9.01",EARNINGS
0001274737-25-000069,0001274737,EXAGEN INC.,2025-11-04,2025-11-04T08:03:27-05:00,False,"2.02,9.01",EARNINGS
0001274737-25-000061,0001274737,EXAGEN INC.,2025-07-29,2025-07-29T08:02:38-04:00,False,"2.02,9.01",EARNINGS
0001274737-25-000023,0001274737,EXAGEN INC.,2025-05-05,2025-05-05T08:01:54-04:00,False,"2.02,9.01",EARNINGS
0001274737-25-000018,0001274737,EXAGEN INC.,2025-03-11,2025-03-11T08:00:19-04:00,False,"2.02,9.01",EARNINGS
0001274737-24-000091,0001274737,EXAGEN INC.,2024-11-12,2024-11-12T08:00:21-05:00,False,"2.02,9.01",EARNINGS
0001274737-24-000078,0001274737,EXAGEN INC.,2024-08-05,2024-08-05T08:00:28-04:00,False,"2.02,9.01",EARNINGS
0001274737-24-000045,0001274737,EXAGEN INC.,2024-05-13,2024-05-13T08:00:20-04:00,False,"2.02,9.01",EARNINGS
